Date,Symbol,Series,Close,Prev_Close,Traded_Qty,Delivery_Qty,Delivery_Percent
2023-01-13,HDFC,EQ,2621.65,2612.8,3378677,2699765,79.91
2023-01-13,HDFCAMC,EQ,2152.65,2150.75,79758,30169,37.83
2023-01-13,HDFCBANK,EQ,1600.65,1599.4,4622273,3009511,65.11
2023-01-13,HDFCLIFE,EQ,604.5,598.4,3272285,1929847,58.98
2023-01-13,HEROMOTOCO,EQ,2728.45,2694.25,196440,65121,33.15
2023-01-13,HINDALCO,EQ,488.5,485.65,7445162,2734322,36.73
2023-01-13,HINDCOPPER,EQ,126.9,125.35,4962297,1502425,30.28
2023-01-13,HINDPETRO,EQ,251.2,249.7,4347127,1345027,30.94
2023-01-13,HINDUNILVR,EQ,2624.0,2590.05,1348015,863014,64.02
2023-01-13,IBULHSGFIN,EQ,138.7,139.5,5779919,1392959,24.1
2023-01-13,ICICIBANK,EQ,873.45,860.65,11223103,7017342,62.53
2023-01-13,ICICIGI,EQ,1255.15,1238.45,426159,304873,71.54
2023-01-13,ICICIPRULI,EQ,469.55,464.7,3153137,1583223,50.21
2023-01-13,IDEA,EQ,7.3,7.35,81144999,18861112,23.24
2023-01-13,IDFC,EQ,85.35,83.6,6640769,1866955,28.11
2023-01-13,IDFCFIRSTB,EQ,60.2,59.6,22266548,6074654,27.28
2023-01-13,IEX,EQ,141.65,141.4,2106087,994457,47.22
2023-01-13,IGL,EQ,416.6,418.8,968846,476795,49.21
2023-01-13,INDHOTEL,EQ,309.35,309.8,4475889,2990137,66.81
2023-01-13,INDIACEM,EQ,216.8,214.5,1316955,121442,9.22
2023-01-13,INDIAMART,EQ,4460.55,4446.55,34233,10748,31.4
2023-01-13,INDIGO,EQ,2117.4,2105.05,349581,175035,50.07
2023-01-13,INDUSINDBK,EQ,1234.4,1209.15,2184432,821004,37.58
2023-01-13,INDUSTOWER,EQ,184.6,184.5,2114272,1390111,65.75
2023-01-13,INFY,EQ,1503.65,1480.6,11610426,5758849,49.6
2023-01-13,INTELLECT,EQ,423.35,422.2,666228,336077,50.44
2023-01-13,IOC,EQ,82.3,81.6,8018070,3217005,40.12
2023-01-13,IPCALAB,EQ,870.7,868.6,70613,38146,54.02
2023-01-13,IRCTC,EQ,641.5,640.65,697974,280857,40.24
2023-01-13,ITC,EQ,328.75,329.85,14412671,10100746,70.08
2023-01-13,JINDALSTEL,EQ,610.0,602.65,2207887,491795,22.27
2023-01-13,JKCEMENT,EQ,2902.95,2903.95,167285,32638,19.51
2023-01-13,JSWSTEEL,EQ,768.5,763.45,1816006,479384,26.4
2023-01-13,JUBLFOOD,EQ,497.65,488.55,2042984,1121689,54.9
2023-01-13,KOTAKBANK,EQ,1780.3,1779.5,3983197,3170327,79.59
2023-01-13,L&TFH,EQ,92.45,90.95,6822607,1725860,25.3
2023-01-13,LALPATHLAB,EQ,2172.25,2171.85,112104,27761,24.76
2023-01-13,LAURUSLABS,EQ,357.2,360.4,1614466,691883,42.86
2023-01-13,LICHSGFIN,EQ,402.9,400.15,1012622,292775,28.91
2023-01-13,LT,EQ,2153.4,2159.75,2180210,1259841,57.79
2023-01-13,LTIM,EQ,4287.45,4276.15,437340,104195,23.82
2023-01-13,LTTS,EQ,3448.75,3642.8,1302790,349554,26.83
2023-01-13,LUPIN,EQ,755.75,754.35,434291,190717,43.91
2023-01-13,M&M,EQ,1328.15,1319.9,2600139,1574343,60.55
2023-01-13,M&MFIN,EQ,235.05,232.85,2093673,841846,40.21
2023-01-13,MANAPPURAM,EQ,121.65,120.15,3094130,1019708,32.96
2023-01-13,MARICO,EQ,496.55,501.6,787686,433938,55.09
2023-01-13,MARUTI,EQ,8453.4,8369.2,705220,438916,62.24
2023-01-13,MCDOWELL-N,EQ,846.0,857.75,594110,243825,41.04
2023-01-13,MCX,EQ,1604.7,1508.6,1723640,281158,16.31
2023-01-13,METROPOLIS,EQ,1379.25,1382.35,141380,70829,50.1
2023-01-13,MFSL,EQ,799.55,795.7,899698,474272,52.71
2023-01-13,MGL,EQ,854.95,861.95,181157,34773,19.19
2023-01-13,MOTHERSON,EQ,77.25,78.15,27735387,11408657,41.13
2023-01-13,MPHASIS,EQ,2035.25,2014.4,624989,324048,51.85
2023-01-13,MRF,EQ,89712.95,89518.25,13692,1474,10.77
2023-01-13,MUTHOOTFIN,EQ,1062.65,1063.3,330747,149503,45.2
2023-01-13,NATIONALUM,EQ,83.2,82.5,10341626,2890570,27.95
2023-01-13,NAUKRI,EQ,3732.3,3716.6,218359,69619,31.88
2023-01-13,NAVINFLUOR,EQ,4082.3,4123.65,140966,22520,15.98
2023-01-13,NESTLEIND,EQ,19784.35,19873.25,34771,20432,58.76
2023-01-13,NMDC,EQ,131.1,128.5,10268748,3441401,33.51
2023-01-13,NTPC,EQ,167.8,165.95,5090393,2595835,50.99
2023-01-13,OBEROIRLTY,EQ,850.6,849.05,309541,128858,41.63
2023-01-13,OFSS,EQ,3083.6,3054.45,84766,48193,56.85
2023-01-13,ONGC,EQ,146.95,146.15,8854484,5499641,62.11
2023-01-13,PAGEIND,EQ,40250.25,40639.05,16099,8920,55.41
2023-01-13,PEL,EQ,837.1,836.85,421082,107111,25.44
2023-01-13,PERSISTENT,EQ,4005.9,3978.2,596422,102350,17.16
2023-01-13,PETRONET,EQ,221.05,218.9,1576515,847037,53.73
2023-01-13,PFC,EQ,152.75,149.25,10335562,3945761,38.18
2023-01-13,PIDILITIND,EQ,2505.15,2495.5,185651,101342,54.59
2023-01-13,PIIND,EQ,3262.1,3292.65,168346,110615,65.71
2023-01-13,PNB,EQ,56.8,55.85,98864358,10789327,10.91
2023-01-13,POLYCAB,EQ,2663.7,2677.05,115048,47591,41.37
2023-01-13,POWERGRID,EQ,214.0,213.5,4920184,3108441,63.18
2023-01-13,RAIN,EQ,183.55,176.45,3710183,855957,23.07
2023-01-13,RAMCOCEM,EQ,709.75,704.3,164073,59268,36.12
2023-01-13,RBLBANK,EQ,176.85,177.8,9656665,3148281,32.6
